latitude,longitude,count
15.650239164431474,76.73309276882806,5
15.650684151255271,76.73325972616098,1
15.652042479007392,76.73376939870676,215
15.652042479061382,76.73376939861495,62
15.652042479088331,76.73376939862507,18
15.667780589371937,76.73267310830212,216
15.667780589425927,76.73267310821032,62
15.667780589452878,76.73267310822044,18
15.668225576276672,76.73284026142892,5
15.66867056310047,76.73300741999405,1
15.708250016023628,76.90204158785728,216
15.708250016077615,76.90204158776555,62
15.708250016104568,76.90204158777573,18
15.70869500292836,76.90220956507183,5
15.70913998975216,76.9023775477404,1
15.721739824907525,76.6245187386713,216
15.721739824961512,76.62451873857952,62
15.721739824988466,76.62451873858966,18
15.722184811812255,76.62468626089724,5
15.722629798636056,76.62485378855918,1
15.726236427868823,76.75467713189126,216
15.726236427922812,76.75467713179953,62
15.726236427949765,76.75467713180969,18
15.726681414773555,76.75484498917118,5
15.727126401597356,76.75501285189658,1
15.728929716254209,76.7813865786727,5
15.729374703078005,76.78155452470016,1
15.73073303083012,76.78206721531674,216
15.73073303088411,76.78206721522501,62
15.730733030911065,76.7820672152352,18
15.73972623675272,76.77845522958765,216
15.739726236806709,76.77845522949593,62
15.73972623683366,76.77845522950611,18
15.740171223657454,76.77862329040445,5
15.740616210481251,76.77879135666976,1
15.784692266365708,76.94499492901966,216
15.784692266419698,76.944994928928,62
15.784692266446651,76.94499492893823,18
15.785137253270443,76.94516386073708,5
15.785582240094245,76.94533279791894,1
15.798182075249604,76.57393213699186,216
15.798182075303597,76.57393213690013,62
15.798182075330546,76.5739321369103,18
15.79862706215434,76.57410040526449,5
15.799072048978138,76.57426867897705,1
15.855279585994376,76.75216074421516,1
15.856637913746493,76.75267755692023,216
15.85663791380048,76.7526775568286,62
15.856637913827432,76.75267755683885,18
15.857082900651225,76.75284687502578,5
15.897552327302916,76.58826422453267,5
15.897997314126714,76.58843363914083,1
15.89935564187883,76.58895081263755,216
15.899355641932818,76.5889508125459,62
15.899355641959774,76.58895081255616,18
15.911487123010607,76.93256372430865,1
15.912845450762727,76.93308368587417,216
15.912845450816718,76.93308368578262,62
15.912845450843667,76.93308368579294,18
15.91329043766746,76.93325403558036,5
15.926335259646624,76.76991088490979,216
15.926335259700616,76.76991088481822,62
15.926335259727566,76.76991088482853,18
15.926780246551358,76.77008102510804,5
15.927225233375156,76.77025117077234,1
15.927225233375156,76.91754876800961,1
15.928583561127272,76.91806916973353,216
15.928583561181265,76.918069169642,62
15.928583561208216,76.91806916965233,18
15.929028548032008,76.91823966363626,5
15.964556384817664,76.87808402883975,216
15.964556384871656,76.87808402874823,62
15.964556384898604,76.87808402875858,18
15.965001371722398,76.8782548395894,5
15.965446358546195,76.87842565581646,1
15.969052987778964,77.47613927725983,216
15.969052987832953,77.47613927716849,62
15.969052987859907,77.47613927717892,18
15.969497974683696,77.47631146788221,5
15.969942961507495,77.47648366402416,1
15.989287701104807,76.70983808918834,216
15.989287701158798,76.70983808909678,62
15.989287701185749,76.70983808910712,18
15.989732688009545,76.71000880436172,5
15.990177674833342,76.71017952500318,1
16.005470798374088,76.41666179187494,5
16.005915785197885,76.41683203608423,1
16.007274112950004,76.41735174194064,216
16.007274113003994,76.41735174184903,62
16.007274113030945,76.41735174185935,18
16.007719099854736,76.38711504497739,5
16.008164086678537,76.38728524855675,1
16.009522414430652,76.3878048303784,216
16.009522414484643,76.38780483028678,62
16.009522414511597,76.3878048302971,18
16.025260524795197,76.98330763451078,216
16.025260524795197,77.313135216842,216
16.025260524849188,76.98330763441933,62
