NDVI,date,latitude,longitude
0.3695,2010-01-01,16.05,76.74
0.3441,2010-01-17,16.05,76.74
0.2756,2010-02-02,16.05,76.74
0.2746,2010-02-18,16.05,76.74
0.2677,2010-03-06,16.05,76.74
0.2561,2010-03-22,16.05,76.74
0.2421,2010-04-07,16.05,76.74
0.2334,2010-04-23,16.05,76.74
0.2243,2010-05-09,16.05,76.74
0.2224,2010-05-25,16.05,76.74
0.1464,2010-06-10,16.05,76.74
0.2812,2010-06-26,16.05,76.74
0.3651,2010-07-12,16.05,76.74
0.4002,2010-07-28,16.05,76.74
0.5123,2010-08-13,16.05,76.74
0.4498,2010-08-29,16.05,76.74
0.5176,2010-09-14,16.05,76.74
0.5016,2010-09-30,16.05,76.74
0.5078,2010-10-16,16.05,76.74
0.5466,2010-11-01,16.05,76.74
0.471,2010-11-17,16.05,76.74
0.4417,2010-12-03,16.05,76.74
0.3486,2010-12-19,16.05,76.74
0.3454,2011-01-01,16.05,76.74
0.2934,2011-01-17,16.05,76.74
0.2833,2011-02-02,16.05,76.74
0.2751,2011-02-18,16.05,76.74
0.2601,2011-03-06,16.05,76.74
0.2626,2011-03-22,16.05,76.74
0.2682,2011-04-07,16.05,76.74
0.2627,2011-04-23,16.05,76.74
0.2206,2011-05-09,16.05,76.74
0.2451,2011-05-25,16.05,76.74
0.3057,2011-06-10,16.05,76.74
0.3619,2011-06-26,16.05,76.74
0.1116,2011-07-12,16.05,76.74
0.2088,2011-07-28,16.05,76.74
0.2282,2011-08-13,16.05,76.74
0.3613,2011-08-29,16.05,76.74
0.3511,2011-09-14,16.05,76.74
0.4446,2011-09-30,16.05,76.74
0.3993,2011-10-16,16.05,76.74
0.3593,2011-11-01,16.05,76.74
0.3285,2011-11-17,16.05,76.74
0.3207,2011-12-03,16.05,76.74
0.2871,2011-12-19,16.05,76.74
0.2679,2012-01-01,16.05,76.74
0.2421,2012-01-17,16.05,76.74
0.2395,2012-02-02,16.05,76.74
0.2391,2012-02-18,16.05,76.74
0.2416,2012-03-05,16.05,76.74
0.236,2012-03-21,16.05,76.74
0.2452,2012-04-06,16.05,76.74
0.2289,2012-04-22,16.05,76.74
0.2325,2012-05-08,16.05,76.74
0.2106,2012-05-24,16.05,76.74
0.1518,2012-06-09,16.05,76.74
0.2958,2012-06-25,16.05,76.74
0.2444,2012-07-11,16.05,76.74
0.1916,2012-07-27,16.05,76.74
0.2666,2012-08-12,16.05,76.74
0.3574,2012-08-28,16.05,76.74
0.2899,2012-09-13,16.05,76.74
0.3976,2012-09-29,16.05,76.74
0.4166,2012-10-15,16.05,76.74
0.4578,2012-10-31,16.05,76.74
0.4262,2012-11-16,16.05,76.74
0.4184,2012-12-02,16.05,76.74
0.3507,2012-12-18,16.05,76.74
0.3337,2013-01-01,16.05,76.74
0.2857,2013-01-17,16.05,76.74
0.2688,2013-02-02,16.05,76.74
0.2731,2013-02-18,16.05,76.74
0.2793,2013-03-06,16.05,76.74
0.268,2013-03-22,16.05,76.74
0.2104,2013-04-07,16.05,76.74
