NDVI,date,latitude,longitude
0.4078,2010-01-01,15.78,76.94
0.4459,2010-01-17,15.78,76.94
0.5923,2010-02-02,15.78,76.94
0.5448,2010-02-18,15.78,76.94
0.5902,2010-03-06,15.78,76.94
0.3767,2010-03-22,15.78,76.94
0.3445,2010-04-07,15.78,76.94
0.2659,2010-04-23,15.78,76.94
0.2531,2010-05-09,15.78,76.94
0.2528,2010-05-25,15.78,76.94
0.3159,2010-06-10,15.78,76.94
0.3576,2010-06-26,15.78,76.94
0.0932,2010-07-12,15.78,76.94
0.2754,2010-07-28,15.78,76.94
0.2024,2010-08-13,15.78,76.94
0.691,2010-08-29,15.78,76.94
0.7284,2010-09-14,15.78,76.94
0.7704,2010-09-30,15.78,76.94
0.8461,2010-10-16,15.78,76.94
0.5401,2010-11-01,15.78,76.94
0.5204,2010-11-17,15.78,76.94
0.4352,2010-12-03,15.78,76.94
0.5433,2010-12-19,15.78,76.94
0.4459,2011-01-01,15.78,76.94
0.4277,2011-01-17,15.78,76.94
0.5334,2011-02-02,15.78,76.94
0.5029,2011-02-18,15.78,76.94
0.6874,2011-03-06,15.78,76.94
0.6709,2011-03-22,15.78,76.94
0.5599,2011-04-07,15.78,76.94
0.406,2011-04-23,15.78,76.94
0.2707,2011-05-09,15.78,76.94
0.263,2011-05-25,15.78,76.94
0.2846,2011-06-10,15.78,76.94
0.2254,2011-06-26,15.78,76.94
0.0851,2011-07-12,15.78,76.94
0.2793,2011-07-28,15.78,76.94
0.0667,2011-08-13,15.78,76.94
0.374,2011-08-29,15.78,76.94
0.6844,2011-09-14,15.78,76.94
0.7623,2011-09-30,15.78,76.94
0.7109,2011-10-16,15.78,76.94
0.7002,2011-11-01,15.78,76.94
0.6278,2011-11-17,15.78,76.94
0.5032,2011-12-03,15.78,76.94
0.3953,2011-12-19,15.78,76.94
0.4132,2012-01-01,15.78,76.94
0.4064,2012-01-17,15.78,76.94
0.492,2012-02-02,15.78,76.94
0.4963,2012-02-18,15.78,76.94
0.4645,2012-03-05,15.78,76.94
0.402,2012-03-21,15.78,76.94
0.3901,2012-04-06,15.78,76.94
0.2623,2012-04-22,15.78,76.94
0.2605,2012-05-08,15.78,76.94
0.2423,2012-05-24,15.78,76.94
0.247,2012-06-09,15.78,76.94
0.2619,2012-06-25,15.78,76.94
0.1242,2012-07-11,15.78,76.94
0.2636,2012-07-27,15.78,76.94
0.1682,2012-08-12,15.78,76.94
0.2048,2012-08-28,15.78,76.94
0.5027,2012-09-13,15.78,76.94
0.6455,2012-09-29,15.78,76.94
0.7589,2012-10-15,15.78,76.94
0.6777,2012-10-31,15.78,76.94
0.7317,2012-11-16,15.78,76.94
0.5296,2012-12-02,15.78,76.94
0.4886,2012-12-18,15.78,76.94
0.4459,2013-01-01,15.78,76.94
0.4717,2013-01-17,15.78,76.94
0.5859,2013-02-02,15.78,76.94
0.6069,2013-02-18,15.78,76.94
0.5436,2013-03-06,15.78,76.94
0.38,2013-03-22,15.78,76.94
0.2894,2013-04-07,15.78,76.94
0.279,2013-04-23,15.78,76.94
0.2384,2013-05-09,15.78,76.94
0.2425,2013-05-25,15.78,76.94
0.3151,2013-06-10,15.78,76.94
0.187,2013-06-26,15.78,76.94
0.3397,2013-07-12,15.78,76.94
0.2659,2013-07-28,15.78,76.94
0.5083,2013-08-13,15.78,76.94
0.5635,2013-08-29,15.78,76.94
0.1127,2013-09-14,15.78,76.94
0.6,2013-09-30,15.78,76.94
0.8314,2013-10-16,15.78,76.94
0.6293,2013-11-01,15.78,76.94
0.6376,2013-11-17,15.78,76.94
0.3989,2013-12-03,15.78,76.94
0.3651,2013-12-19,15.78,76.94
0.5431,2014-01-01,15.78,76.94
0.555,2014-01-17,15.78,76.94
0.6356,2014-02-02,15.78,76.94
0.7735,2014-02-18,15.78,76.94
0.6944,2014-03-06,15.78,76.94
0.5682,2014-03-22,15.78,76.94
0.3467,2014-04-07,15.78,76.94
0.2754,2014-04-23,15.78,76.94
0.2867,2014-05-09,15.78,76.94
0.3132,2014-05-25,15.78,76.94
0.1516,2014-06-10,15.78,76.94
0.2024,2014-06-26,15.78,76.94
0.4091,2014-07-12,15.78,76.94
0.1303,2014-07-28,15.78,76.94
0.4261,2014-08-13,15.78,76.94
0.1188,2014-08-29,15.78,76.94
0.6924,2014-09-14,15.78,76.94
0.7595,2014-09-30,15.78,76.94
0.8114,2014-10-16,15.78,76.94
0.7968,2014-11-01,15.78,76.94
0.5868,2014-11-17,15.78,76.94
