NDVI,date,latitude,longitude
0.3051,2010-01-01,16.34,76.78
0.463,2010-01-17,16.34,76.78
0.6807,2010-02-02,16.34,76.78
0.7725,2010-02-18,16.34,76.78
0.7652,2010-03-06,16.34,76.78
0.5922,2010-03-22,16.34,76.78
0.3523,2010-04-07,16.34,76.78
0.2726,2010-04-23,16.34,76.78
0.2686,2010-05-09,16.34,76.78
0.2589,2010-05-25,16.34,76.78
0.2533,2010-06-10,16.34,76.78
0.3526,2010-06-26,16.34,76.78
0.3131,2010-07-12,16.34,76.78
0.322,2010-07-28,16.34,76.78
0.2886,2010-08-13,16.34,76.78
0.5332,2010-08-29,16.34,76.78
0.7882,2010-09-14,16.34,76.78
0.7272,2010-09-30,16.34,76.78
0.7069,2010-10-16,16.34,76.78
0.7314,2010-11-01,16.34,76.78
0.58,2010-11-17,16.34,76.78
0.4045,2010-12-03,16.34,76.78
0.2971,2010-12-19,16.34,76.78
0.3491,2011-01-01,16.34,76.78
0.3342,2011-01-17,16.34,76.78
0.7025,2011-02-02,16.34,76.78
0.65,2011-02-18,16.34,76.78
0.7827,2011-03-06,16.34,76.78
0.6516,2011-03-22,16.34,76.78
0.6302,2011-04-07,16.34,76.78
0.5214,2011-04-23,16.34,76.78
0.3107,2011-05-09,16.34,76.78
0.2333,2011-05-25,16.34,76.78
0.2378,2011-06-10,16.34,76.78
0.2177,2011-06-26,16.34,76.78
0.2305,2011-07-12,16.34,76.78
0.2642,2011-07-28,16.34,76.78
0.3537,2011-08-13,16.34,76.78
0.6001,2011-08-29,16.34,76.78
0.7716,2011-09-14,16.34,76.78
0.7533,2011-09-30,16.34,76.78
0.7601,2011-10-16,16.34,76.78
0.7634,2011-11-01,16.34,76.78
0.6886,2011-11-17,16.34,76.78
0.4747,2011-12-03,16.34,76.78
0.3785,2011-12-19,16.34,76.78
0.3785,2012-01-01,16.34,76.78
0.3196,2012-01-17,16.34,76.78
0.3792,2012-02-02,16.34,76.78
0.548,2012-02-18,16.34,76.78
0.4172,2012-03-05,16.34,76.78
0.4006,2012-03-21,16.34,76.78
0.3065,2012-04-06,16.34,76.78
0.2643,2012-04-22,16.34,76.78
0.2793,2012-05-08,16.34,76.78
0.2281,2012-05-24,16.34,76.78
0.2221,2012-06-09,16.34,76.78
0.1213,2012-06-25,16.34,76.78
0.2216,2012-07-11,16.34,76.78
0.205,2012-07-27,16.34,76.78
0.1104,2012-08-12,16.34,76.78
0.2067,2012-08-28,16.34,76.78
0.6529,2012-09-13,16.34,76.78
0.7822,2012-09-29,16.34,76.78
0.8248,2012-10-15,16.34,76.78
0.7522,2012-10-31,16.34,76.78
0.7344,2012-11-16,16.34,76.78
0.5898,2012-12-02,16.34,76.78
0.3782,2012-12-18,16.34,76.78
0.335,2013-01-01,16.34,76.78
0.3554,2013-01-17,16.34,76.78
0.361,2013-02-02,16.34,76.78
0.3431,2013-02-18,16.34,76.78
0.3431,2013-03-06,16.34,76.78
0.3062,2013-03-22,16.34,76.78
0.2714,2013-04-07,16.34,76.78
0.2923,2013-04-23,16.34,76.78
0.2412,2013-05-09,16.34,76.78
0.2377,2013-05-25,16.34,76.78
0.1857,2013-06-10,16.34,76.78
0.2759,2013-06-26,16.34,76.78
0.3408,2013-07-12,16.34,76.78
0.2349,2013-07-28,16.34,76.78
0.4471,2013-08-13,16.34,76.78
0.5067,2013-08-29,16.34,76.78
0.6887,2013-09-14,16.34,76.78
0.8398,2013-09-30,16.34,76.78
0.8098,2013-10-16,16.34,76.78
0.7071,2013-11-01,16.34,76.78
0.6447,2013-11-17,16.34,76.78
0.4316,2013-12-03,16.34,76.78
0.3565,2013-12-19,16.34,76.78
0.2682,2014-01-01,16.34,76.78
0.426,2014-01-17,16.34,76.78
0.3767,2014-02-02,16.34,76.78
0.4461,2014-02-18,16.34,76.78
0.4248,2014-03-06,16.34,76.78
0.3888,2014-03-22,16.34,76.78
0.3995,2014-04-07,16.34,76.78
0.3273,2014-04-23,16.34,76.78
0.339,2014-05-09,16.34,76.78
0.2972,2014-05-25,16.34,76.78
0.2817,2014-06-10,16.34,76.78
0.2452,2014-06-26,16.34,76.78
0.2324,2014-07-12,16.34,76.78
0.2394,2014-07-28,16.34,76.78
0.318,2014-08-13,16.34,76.78
0.5286,2014-08-29,16.34,76.78
0.7482,2014-09-14,16.34,76.78
0.7951,2014-09-30,16.34,76.78
0.821,2014-10-16,16.34,76.78
0.791,2014-11-01,16.34,76.78
0.6969,2014-11-17,16.34,76.78
0.6061,2014-12-03,16.34,76.78
0.3878,2014-12-19,16.34,76.78
0.3356,2015-01-01,16.34,76.78
0.3396,2015-01-17,16.34,76.78
0.4454,2015-02-02,16.34,76.78
0.5358,2015-02-18,16.34,76.78
0.5098,2015-03-06,16.34,76.78
0.5552,2015-03-22,16.34,76.78
0.4176,2015-04-07,16.34,76.78
0.3075,2015-04-23,16.34,76.78
0.319,2015-05-09,16.34,76.78
0.2694,2015-05-25,16.34,76.78
0.2525,2015-06-10,16.34,76.78
0.0297,2015-06-26,16.34,76.78
0.1673,2015-07-12,16.34,76.78
0.2307,2015-07-28,16.34,76.78
0.2924,2015-08-13,16.34,76.78
0.4612,2015-08-29,16.34,76.78
0.7657,2015-09-14,16.34,76.78
0.8366,2015-09-30,16.34,76.78
0.8286,2015-10-16,16.34,76.78
0.6686,2015-11-01,16.34,76.78
0.7088,2015-11-17,16.34,76.78
0.3428,2015-12-03,16.34,76.78
0.3299,2015-12-19,16.34,76.78
0.3193,2016-01-01,16.34,76.78
0.2875,2016-01-17,16.34,76.78
0.3126,2016-02-02,16.34,76.78
0.286,2016-02-18,16.34,76.78
0.267,2016-03-05,16.34,76.78
0.2369,2016-03-21,16.34,76.78
0.2436,2016-04-06,16.34,76.78
0.2251,2016-04-22,16.34,76.78
0.2321,2016-05-08,16.34,76.78
0.2048,2016-05-24,16.34,76.78
0.2658,2016-06-09,16.34,76.78
0.2145,2016-06-25,16.34,76.78
0.3691,2016-07-11,16.34,76.78
0.2261,2016-07-27,16.34,76.78
0.2832,2016-08-12,16.34,76.78
0.5856,2016-08-28,16.34,76.78
0.537,2016-09-13,16.34,76.78
0.8264,2016-09-29,16.34,76.78
0.8014,2016-10-15,16.34,76.78
0.7721,2016-10-31,16.34,76.78
0.6665,2016-11-16,16.34,76.78
0.5368,2016-12-02,16.34,76.78
0.3419,2016-12-18,16.34,76.78
0.3246,2017-01-01,16.34,76.78
0.3828,2017-01-17,16.34,76.78
0.438,2017-02-02,16.34,76.78
0.4123,2017-02-18,16.34,76.78
0.4681,2017-03-06,16.34,76.78
0.4777,2017-03-22,16.34,76.78
0.3528,2017-04-07,16.34,76.78
0.3051,2017-04-23,16.34,76.78
0.3096,2017-05-09,16.34,76.78
0.2419,2017-05-25,16.34,76.78
0.2867,2017-06-10,16.34,76.78
0.1714,2017-06-26,16.34,76.78
0.1758,2017-07-12,16.34,76.78
0.2421,2017-07-28,16.34,76.78
0.2084,2017-08-13,16.34,76.78
0.7235,2017-08-29,16.34,76.78
0.8324,2017-09-14,16.34,76.78
0.8197,2017-09-30,16.34,76.78
0.8498,2017-10-16,16.34,76.78
0.7594,2017-11-01,16.34,76.78
0.7027,2017-11-17,16.34,76.78
0.3883,2017-12-03,16.34,76.78
0.3689,2017-12-19,16.34,76.78
0.3604,2018-01-01,16.34,76.78
0.4163,2018-01-17,16.34,76.78
0.3834,2018-02-02,16.34,76.78
0.4891,2018-02-18,16.34,76.78
0.6192,2018-03-06,16.34,76.78
0.5841,2018-03-22,16.34,76.78
0.4419,2018-04-07,16.34,76.78
0.3184,2018-04-23,16.34,76.78
0.3015,2018-05-09,16.34,76.78
0.282,2018-05-25,16.34,76.78
0.2756,2018-06-10,16.34,76.78
0.3025,2018-06-26,16.34,76.78
0.2301,2018-07-12,16.34,76.78
0.1209,2018-07-28,16.34,76.78
0.572,2018-08-13,16.34,76.78
0.6215,2018-08-29,16.34,76.78
0.7675,2018-09-14,16.34,76.78
0.8062,2018-09-30,16.34,76.78
0.8096,2018-10-16,16.34,76.78
0.8009,2018-11-01,16.34,76.78
0.5815,2018-11-17,16.34,76.78
0.4297,2018-12-03,16.34,76.78
0.3339,2018-12-19,16.34,76.78
0.3339,2019-01-01,16.34,76.78
0.3408,2019-01-17,16.34,76.78
0.2701,2019-02-02,16.34,76.78
0.2737,2019-02-18,16.34,76.78
0.2618,2019-03-06,16.34,76.78
0.3001,2019-03-22,16.34,76.78
0.2459,2019-04-07,16.34,76.78
0.2363,2019-04-23,16.34,76.78
0.2152,2019-05-09,16.34,76.78
0.2254,2019-05-25,16.34,76.78
0.2333,2019-06-10,16.34,76.78
0.2395,2019-06-26,16.34,76.78
0.225,2019-07-12,16.34,76.78
0.1751,2019-07-28,16.34,76.78
0.3793,2019-08-13,16.34,76.78
0.5643,2019-08-29,16.34,76.78
0.7941,2019-09-14,16.34,76.78
0.865,2019-09-30,16.34,76.78
0.8108,2019-10-16,16.34,76.78
0.8031,2019-11-01,16.34,76.78
0.6807,2019-11-17,16.34,76.78
0.3576,2019-12-03,16.34,76.78
0.2735,2019-12-19,16.34,76.78
0.3515,2020-01-01,16.34,76.78
0.453,2020-01-17,16.34,76.78
0.7181,2020-02-02,16.34,76.78
0.762,2020-02-18,16.34,76.78
0.7841,2020-03-05,16.34,76.78
0.6882,2020-03-21,16.34,76.78
0.5065,2020-04-06,16.34,76.78
0.2918,2020-04-22,16.34,76.78
0.2612,2020-05-08,16.34,76.78
0.2498,2020-05-24,16.34,76.78
0.2483,2020-06-09,16.34,76.78
0.2709,2020-06-25,16.34,76.78
0.245,2020-07-11,16.34,76.78
0.2622,2020-07-27,16.34,76.78
0.242,2020-08-12,16.34,76.78
0.4402,2020-08-28,16.34,76.78
0.4453,2020-09-13,16.34,76.78
0.8724,2020-09-29,16.34,76.78
0.8355,2020-10-15,16.34,76.78
0.8146,2020-10-31,16.34,76.78
0.684,2020-11-16,16.34,76.78
0.4972,2020-12-02,16.34,76.78
0.398,2020-12-18,16.34,76.78
0.3625,2021-01-01,16.34,76.78
0.6188,2021-01-17,16.34,76.78
0.6952,2021-02-02,16.34,76.78
0.766,2021-02-18,16.34,76.78
0.8405,2021-03-06,16.34,76.78
0.6735,2021-03-22,16.34,76.78
0.3725,2021-04-07,16.34,76.78
0.3256,2021-04-23,16.34,76.78
0.298,2021-05-09,16.34,76.78
0.3046,2021-05-25,16.34,76.78
0.336,2021-06-10,16.34,76.78
0.3523,2021-06-26,16.34,76.78
0.2831,2021-07-12,16.34,76.78
0.3583,2021-07-28,16.34,76.78
0.1679,2021-08-13,16.34,76.78
0.1548,2021-08-29,16.34,76.78
0.6592,2021-09-14,16.34,76.78
0.853,2021-09-30,16.34,76.78
0.7962,2021-10-16,16.34,76.78
0.8343,2021-11-01,16.34,76.78
0.6535,2021-11-17,16.34,76.78
0.6061,2021-12-03,16.34,76.78
0.3665,2021-12-19,16.34,76.78
0.2918,2022-01-01,16.34,76.78
0.3561,2022-01-17,16.34,76.78
0.4545,2022-02-02,16.34,76.78
0.6045,2022-02-18,16.34,76.78
0.6379,2022-03-06,16.34,76.78
0.6216,2022-03-22,16.34,76.78
0.5518,2022-04-07,16.34,76.78
0.3519,2022-04-23,16.34,76.78
0.3127,2022-05-09,16.34,76.78
0.3219,2022-05-25,16.34,76.78
0.313,2022-06-10,16.34,76.78
0.0789,2022-06-26,16.34,76.78
0.3057,2022-07-12,16.34,76.78
0.2569,2022-07-28,16.34,76.78
0.4166,2022-08-13,16.34,76.78
0.303,2022-08-29,16.34,76.78
0.6919,2022-09-14,16.34,76.78
0.8202,2022-09-30,16.34,76.78
0.8736,2022-10-16,16.34,76.78
0.8157,2022-11-01,16.34,76.78
0.5805,2022-11-17,16.34,76.78
0.4092,2022-12-03,16.34,76.78
0.3429,2022-12-19,16.34,76.78
0.2894,2023-01-01,16.34,76.78
0.5337,2023-01-17,16.34,76.78
0.692,2023-02-02,16.34,76.78
