NDVI,date,latitude,longitude
0.2696,2010-01-01,16.14,77.48
0.2838,2010-01-17,16.14,77.48
0.2686,2010-02-02,16.14,77.48
0.2452,2010-02-18,16.14,77.48
0.2155,2010-03-06,16.14,77.48
0.2226,2010-03-22,16.14,77.48
0.2248,2010-04-07,16.14,77.48
0.2114,2010-04-23,16.14,77.48
0.1987,2010-05-09,16.14,77.48
0.2099,2010-05-25,16.14,77.48
0.2215,2010-06-10,16.14,77.48
0.2647,2010-06-26,16.14,77.48
0.3086,2010-07-12,16.14,77.48
0.1931,2010-07-28,16.14,77.48
0.4397,2010-08-13,16.14,77.48
0.3247,2010-08-29,16.14,77.48
0.439,2010-09-14,16.14,77.48
0.5136,2010-09-30,16.14,77.48
0.462,2010-10-16,16.14,77.48
0.3421,2010-11-01,16.14,77.48
0.3809,2010-11-17,16.14,77.48
0.3513,2010-12-03,16.14,77.48
0.3028,2010-12-19,16.14,77.48
0.266,2011-01-01,16.14,77.48
0.2816,2011-01-17,16.14,77.48
0.273,2011-02-02,16.14,77.48
0.2537,2011-02-18,16.14,77.48
0.2382,2011-03-06,16.14,77.48
0.2366,2011-03-22,16.14,77.48
0.2333,2011-04-07,16.14,77.48
0.2221,2011-04-23,16.14,77.48
0.216,2011-05-09,16.14,77.48
0.2423,2011-05-25,16.14,77.48
0.2491,2011-06-10,16.14,77.48
0.3579,2011-06-26,16.14,77.48
0.1613,2011-07-12,16.14,77.48
0.161,2011-07-28,16.14,77.48
0.3441,2011-08-13,16.14,77.48
0.4926,2011-08-29,16.14,77.48
0.4407,2011-09-14,16.14,77.48
0.454,2011-09-30,16.14,77.48
0.4368,2011-10-16,16.14,77.48
0.3399,2011-11-01,16.14,77.48
0.2938,2011-11-17,16.14,77.48
0.2814,2011-12-03,16.14,77.48
0.2589,2011-12-19,16.14,77.48
0.2495,2012-01-01,16.14,77.48
0.2398,2012-01-17,16.14,77.48
0.2366,2012-02-02,16.14,77.48
0.2247,2012-02-18,16.14,77.48
0.2206,2012-03-05,16.14,77.48
0.2137,2012-03-21,16.14,77.48
