NDVI,date,latitude,longitude
0.4801,2010-01-01,16.47,77.02
0.448,2010-01-17,16.47,77.02
0.4179,2010-02-02,16.47,77.02
0.3783,2010-02-18,16.47,77.02
0.3333,2010-03-06,16.47,77.02
0.3164,2010-03-22,16.47,77.02
0.2629,2010-04-07,16.47,77.02
0.2324,2010-04-23,16.47,77.02
0.2149,2010-05-09,16.47,77.02
0.2272,2010-05-25,16.47,77.02
0.2672,2010-06-10,16.47,77.02
0.2571,2010-06-26,16.47,77.02
0.0798,2010-07-12,16.47,77.02
0.3428,2010-07-28,16.47,77.02
0.3585,2010-08-13,16.47,77.02
0.399,2010-08-29,16.47,77.02
0.4839,2010-09-14,16.47,77.02
0.5541,2010-09-30,16.47,77.02
0.5,2010-10-16,16.47,77.02
0.6397,2010-11-01,16.47,77.02
0.4996,2010-11-17,16.47,77.02
0.4848,2010-12-03,16.47,77.02
0.4898,2010-12-19,16.47,77.02
0.494,2011-01-01,16.47,77.02
0.4379,2011-01-17,16.47,77.02
0.4212,2011-02-02,16.47,77.02
0.3589,2011-02-18,16.47,77.02
0.3254,2011-03-06,16.47,77.02
0.31,2011-03-22,16.47,77.02
0.3008,2011-04-07,16.47,77.02
0.2452,2011-04-23,16.47,77.02
0.2198,2011-05-09,16.47,77.02
0.2542,2011-05-25,16.47,77.02
0.0364,2011-06-10,16.47,77.02
0.1799,2011-06-26,16.47,77.02
0.1509,2011-07-12,16.47,77.02
0.1566,2011-07-28,16.47,77.02
0.2,2011-08-13,16.47,77.02
0.1443,2011-08-29,16.47,77.02
0.4243,2011-09-14,16.47,77.02
0.5474,2011-09-30,16.47,77.02
0.5453,2011-10-16,16.47,77.02
0.5764,2011-11-01,16.47,77.02
0.5645,2011-11-17,16.47,77.02
0.5328,2011-12-03,16.47,77.02
0.579,2011-12-19,16.47,77.02
0.579,2012-01-01,16.47,77.02
0.5124,2012-01-17,16.47,77.02
0.4558,2012-02-02,16.47,77.02
0.4671,2012-02-18,16.47,77.02
0.3616,2012-03-05,16.47,77.02
0.3201,2012-03-21,16.47,77.02
0.3019,2012-04-06,16.47,77.02
0.2312,2012-04-22,16.47,77.02
0.2422,2012-05-08,16.47,77.02
0.2173,2012-05-24,16.47,77.02
0.2365,2012-06-09,16.47,77.02
0.2601,2012-06-25,16.47,77.02
0.2473,2012-07-11,16.47,77.02
0.2828,2012-07-27,16.47,77.02
0.2623,2012-08-12,16.47,77.02
0.3275,2012-08-28,16.47,77.02
0.4544,2012-09-13,16.47,77.02
0.4746,2012-09-29,16.47,77.02
0.4825,2012-10-15,16.47,77.02
0.5159,2012-10-31,16.47,77.02
0.4591,2012-11-16,16.47,77.02
0.4963,2012-12-02,16.47,77.02
0.555,2012-12-18,16.47,77.02
0.4902,2013-01-01,16.47,77.02
0.4627,2013-01-17,16.47,77.02
0.4539,2013-02-02,16.47,77.02
0.4415,2013-02-18,16.47,77.02
0.3709,2013-03-06,16.47,77.02
0.2848,2013-03-22,16.47,77.02
0.2727,2013-04-07,16.47,77.02
0.25,2013-04-23,16.47,77.02
0.2086,2013-05-09,16.47,77.02
0.2215,2013-05-25,16.47,77.02
0.2604,2013-06-10,16.47,77.02
0.419,2013-06-26,16.47,77.02
0.2776,2013-07-12,16.47,77.02
0.2322,2013-07-28,16.47,77.02
0.127,2013-08-13,16.47,77.02
0.4804,2013-08-29,16.47,77.02
0.5232,2013-09-14,16.47,77.02
0.6477,2013-09-30,16.47,77.02
0.6862,2013-10-16,16.47,77.02
