NDVI,date,latitude,longitude
0.4924,2010-01-01,16.03,77.31
0.4474,2010-01-17,16.03,77.31
0.3543,2010-02-02,16.03,77.31
0.3465,2010-02-18,16.03,77.31
0.3062,2010-03-06,16.03,77.31
0.2762,2010-03-22,16.03,77.31
0.2695,2010-04-07,16.03,77.31
0.2881,2010-04-23,16.03,77.31
0.2736,2010-05-09,16.03,77.31
0.2687,2010-05-25,16.03,77.31
0.4076,2010-06-10,16.03,77.31
0.2912,2010-06-26,16.03,77.31
0.2021,2010-07-12,16.03,77.31
0.3196,2010-07-28,16.03,77.31
0.3801,2010-08-13,16.03,77.31
0.6607,2010-08-29,16.03,77.31
0.6986,2010-09-14,16.03,77.31
0.7667,2010-09-30,16.03,77.31
0.7926,2010-10-16,16.03,77.31
0.3003,2010-11-01,16.03,77.31
0.529,2010-11-17,16.03,77.31
0.516,2010-12-03,16.03,77.31
0.4775,2010-12-19,16.03,77.31
0.4373,2011-01-01,16.03,77.31
0.408,2011-01-17,16.03,77.31
0.3518,2011-02-02,16.03,77.31
0.3031,2011-02-18,16.03,77.31
0.3062,2011-03-06,16.03,77.31
0.2726,2011-03-22,16.03,77.31
0.2804,2011-04-07,16.03,77.31
0.2643,2011-04-23,16.03,77.31
0.2459,2011-05-09,16.03,77.31
0.291,2011-05-25,16.03,77.31
0.3251,2011-06-10,16.03,77.31
0.1387,2011-06-26,16.03,77.31
0.2886,2011-07-12,16.03,77.31
0.3095,2011-07-28,16.03,77.31
0.2924,2011-08-13,16.03,77.31
0.211,2011-08-29,16.03,77.31
0.5742,2011-09-14,16.03,77.31
0.5894,2011-09-30,16.03,77.31
0.528,2011-10-16,16.03,77.31
0.4633,2011-11-01,16.03,77.31
0.4213,2011-11-17,16.03,77.31
0.3798,2011-12-03,16.03,77.31
0.3717,2011-12-19,16.03,77.31
0.3632,2012-01-01,16.03,77.31
0.2946,2012-01-17,16.03,77.31
0.2958,2012-02-02,16.03,77.31
0.276,2012-02-18,16.03,77.31
0.2761,2012-03-05,16.03,77.31
0.2806,2012-03-21,16.03,77.31
0.2816,2012-04-06,16.03,77.31
0.2601,2012-04-22,16.03,77.31
0.2714,2012-05-08,16.03,77.31
0.2498,2012-05-24,16.03,77.31
0.2657,2012-06-09,16.03,77.31
0.3611,2012-06-25,16.03,77.31
0.1419,2012-07-11,16.03,77.31
0.1637,2012-07-27,16.03,77.31
0.1836,2012-08-12,16.03,77.31
0.2234,2012-08-28,16.03,77.31
0.7149,2012-09-13,16.03,77.31
0.7437,2012-09-29,16.03,77.31
0.7209,2012-10-15,16.03,77.31
0.7383,2012-10-31,16.03,77.31
0.7006,2012-11-16,16.03,77.31
0.5617,2012-12-02,16.03,77.31
0.5056,2012-12-18,16.03,77.31
0.3862,2013-01-01,16.03,77.31
0.3768,2013-01-17,16.03,77.31
0.371,2013-02-02,16.03,77.31
0.3224,2013-02-18,16.03,77.31
0.3204,2013-03-06,16.03,77.31
0.3261,2013-03-22,16.03,77.31
0.2894,2013-04-07,16.03,77.31
0.2783,2013-04-23,16.03,77.31
0.2618,2013-05-09,16.03,77.31
0.3157,2013-05-25,16.03,77.31
0.3199,2013-06-10,16.03,77.31
0.3396,2013-06-26,16.03,77.31
0.1428,2013-07-12,16.03,77.31
0.0859,2013-07-28,16.03,77.31
