NDVI,date,latitude,longitude
0.4487,2010-01-01,16.01,76.39
0.427,2010-01-17,16.01,76.39
0.3107,2010-02-02,16.01,76.39
0.3356,2010-02-18,16.01,76.39
0.3155,2010-03-06,16.01,76.39
0.27,2010-03-22,16.01,76.39
0.2393,2010-04-07,16.01,76.39
0.2215,2010-04-23,16.01,76.39
0.2427,2010-05-09,16.01,76.39
0.2195,2010-05-25,16.01,76.39
0.3116,2010-06-10,16.01,76.39
0.3752,2010-06-26,16.01,76.39
0.4003,2010-07-12,16.01,76.39
0.4106,2010-07-28,16.01,76.39
0.4782,2010-08-13,16.01,76.39
0.0525,2010-08-29,16.01,76.39
0.5851,2010-09-14,16.01,76.39
0.5209,2010-09-30,16.01,76.39
0.4652,2010-10-16,16.01,76.39
0.5546,2010-11-01,16.01,76.39
0.4935,2010-11-17,16.01,76.39
0.4423,2010-12-03,16.01,76.39
0.4219,2010-12-19,16.01,76.39
0.3844,2011-01-01,16.01,76.39
0.4113,2011-01-17,16.01,76.39
0.3579,2011-02-02,16.01,76.39
0.3689,2011-02-18,16.01,76.39
0.3531,2011-03-06,16.01,76.39
0.3016,2011-03-22,16.01,76.39
0.2657,2011-04-07,16.01,76.39
0.2622,2011-04-23,16.01,76.39
0.264,2011-05-09,16.01,76.39
0.2435,2011-05-25,16.01,76.39
0.2728,2011-06-10,16.01,76.39
0.3499,2011-06-26,16.01,76.39
0.3246,2011-07-12,16.01,76.39
0.2013,2011-07-28,16.01,76.39
0.2352,2011-08-13,16.01,76.39
0.3339,2011-08-29,16.01,76.39
0.4596,2011-09-14,16.01,76.39
0.4033,2011-09-30,16.01,76.39
0.3829,2011-10-16,16.01,76.39
0.3934,2011-11-01,16.01,76.39
0.4433,2011-11-17,16.01,76.39
0.4134,2011-12-03,16.01,76.39
0.4841,2011-12-19,16.01,76.39
0.5082,2012-01-01,16.01,76.39
0.3806,2012-01-17,16.01,76.39
0.3522,2012-02-02,16.01,76.39
0.2776,2012-02-18,16.01,76.39
0.2833,2012-03-05,16.01,76.39
0.2484,2012-03-21,16.01,76.39
0.2289,2012-04-06,16.01,76.39
0.236,2012-04-22,16.01,76.39
0.2216,2012-05-08,16.01,76.39
0.2396,2012-05-24,16.01,76.39
0.2411,2012-06-09,16.01,76.39
0.1376,2012-06-25,16.01,76.39
0.3458,2012-07-11,16.01,76.39
0.2127,2012-07-27,16.01,76.39
0.2685,2012-08-12,16.01,76.39
0.3528,2012-08-28,16.01,76.39
0.4195,2012-09-13,16.01,76.39
0.411,2012-09-29,16.01,76.39
0.4108,2012-10-15,16.01,76.39
0.4152,2012-10-31,16.01,76.39
0.396,2012-11-16,16.01,76.39
0.4099,2012-12-02,16.01,76.39
0.4137,2012-12-18,16.01,76.39
0.4333,2013-01-01,16.01,76.39
0.4061,2013-01-17,16.01,76.39
0.3147,2013-02-02,16.01,76.39
0.3451,2013-02-18,16.01,76.39
0.2693,2013-03-06,16.01,76.39
0.2479,2013-03-22,16.01,76.39
0.2389,2013-04-07,16.01,76.39
0.2353,2013-04-23,16.01,76.39
0.2009,2013-05-09,16.01,76.39
0.2166,2013-05-25,16.01,76.39
0.1339,2013-06-10,16.01,76.39
0.1144,2013-06-26,16.01,76.39
0.1297,2013-07-12,16.01,76.39
0.1411,2013-07-28,16.01,76.39
0.2133,2013-08-13,16.01,76.39
0.532,2013-08-29,16.01,76.39
0.5628,2013-09-14,16.01,76.39
0.5105,2013-09-30,16.01,76.39
0.4585,2013-10-16,16.01,76.39
0.4474,2013-11-01,16.01,76.39
0.4486,2013-11-17,16.01,76.39
0.4481,2013-12-03,16.01,76.39
0.4506,2013-12-19,16.01,76.39
0.4571,2014-01-01,16.01,76.39
0.4357,2014-01-17,16.01,76.39
0.4517,2014-02-02,16.01,76.39
0.3715,2014-02-18,16.01,76.39
0.4252,2014-03-06,16.01,76.39
0.3111,2014-03-22,16.01,76.39
0.2818,2014-04-07,16.01,76.39
0.2834,2014-04-23,16.01,76.39
0.2963,2014-05-09,16.01,76.39
0.2666,2014-05-25,16.01,76.39
0.2913,2014-06-10,16.01,76.39
0.3039,2014-06-26,16.01,76.39
0.2542,2014-07-12,16.01,76.39
0.16,2014-07-28,16.01,76.39
0.5716,2014-08-13,16.01,76.39
0.0653,2014-08-29,16.01,76.39
0.5916,2014-09-14,16.01,76.39
0.5162,2014-09-30,16.01,76.39
0.4689,2014-10-16,16.01,76.39
0.4568,2014-11-01,16.01,76.39
0.4597,2014-11-17,16.01,76.39
0.4464,2014-12-03,16.01,76.39
0.4737,2014-12-19,16.01,76.39
0.4853,2015-01-01,16.01,76.39
0.4068,2015-01-17,16.01,76.39
0.3697,2015-02-02,16.01,76.39
0.3452,2015-02-18,16.01,76.39
0.2914,2015-03-06,16.01,76.39
0.2619,2015-03-22,16.01,76.39
0.2547,2015-04-07,16.01,76.39
0.2458,2015-04-23,16.01,76.39
0.237,2015-05-09,16.01,76.39
0.2614,2015-05-25,16.01,76.39
0.2833,2015-06-10,16.01,76.39
0.2515,2015-06-26,16.01,76.39
0.3199,2015-07-12,16.01,76.39
0.4063,2015-07-28,16.01,76.39
0.5268,2015-08-13,16.01,76.39
0.464,2015-08-29,16.01,76.39
0.4989,2015-09-14,16.01,76.39
0.4838,2015-09-30,16.01,76.39
