NDVI,date,latitude,longitude
0.3348,2010-01-01,16.32,77.36
0.3172,2010-01-17,16.32,77.36
0.2789,2010-02-02,16.32,77.36
0.2718,2010-02-18,16.32,77.36
0.2746,2010-03-06,16.32,77.36
0.2682,2010-03-22,16.32,77.36
0.2337,2010-04-07,16.32,77.36
0.2333,2010-04-23,16.32,77.36
0.2378,2010-05-09,16.32,77.36
0.2392,2010-05-25,16.32,77.36
0.3174,2010-06-10,16.32,77.36
0.3424,2010-06-26,16.32,77.36
0.513,2010-07-12,16.32,77.36
0.297,2010-07-28,16.32,77.36
0.6721,2010-08-13,16.32,77.36
0.5297,2010-08-29,16.32,77.36
0.6933,2010-09-14,16.32,77.36
0.736,2010-09-30,16.32,77.36
0.7168,2010-10-16,16.32,77.36
0.7216,2010-11-01,16.32,77.36
0.65,2010-11-17,16.32,77.36
0.4497,2010-12-03,16.32,77.36
0.3536,2010-12-19,16.32,77.36
0.3293,2011-01-01,16.32,77.36
0.2946,2011-01-17,16.32,77.36
0.2738,2011-02-02,16.32,77.36
0.2734,2011-02-18,16.32,77.36
0.2643,2011-03-06,16.32,77.36
0.2582,2011-03-22,16.32,77.36
0.257,2011-04-07,16.32,77.36
0.2327,2011-04-23,16.32,77.36
0.2284,2011-05-09,16.32,77.36
0.2386,2011-05-25,16.32,77.36
0.1527,2011-06-10,16.32,77.36
0.3376,2011-06-26,16.32,77.36
0.2435,2011-07-12,16.32,77.36
0.2842,2011-07-28,16.32,77.36
0.4442,2011-08-13,16.32,77.36
0.3211,2011-08-29,16.32,77.36
0.5835,2011-09-14,16.32,77.36
0.5988,2011-09-30,16.32,77.36
0.6017,2011-10-16,16.32,77.36
0.4901,2011-11-01,16.32,77.36
0.4846,2011-11-17,16.32,77.36
0.3548,2011-12-03,16.32,77.36
0.3128,2011-12-19,16.32,77.36
0.2691,2012-01-01,16.32,77.36
0.2727,2012-01-17,16.32,77.36
0.2617,2012-02-02,16.32,77.36
0.2352,2012-02-18,16.32,77.36
0.2406,2012-03-05,16.32,77.36
0.2243,2012-03-21,16.32,77.36
0.2421,2012-04-06,16.32,77.36
0.2226,2012-04-22,16.32,77.36
0.2186,2012-05-08,16.32,77.36
0.211,2012-05-24,16.32,77.36
0.2272,2012-06-09,16.32,77.36
0.1858,2012-06-25,16.32,77.36
0.2842,2012-07-11,16.32,77.36
0.3289,2012-07-27,16.32,77.36
0.3529,2012-08-12,16.32,77.36
0.2332,2012-08-28,16.32,77.36
0.4702,2012-09-13,16.32,77.36
0.5163,2012-09-29,16.32,77.36
0.5233,2012-10-15,16.32,77.36
0.472,2012-10-31,16.32,77.36
0.4119,2012-11-16,16.32,77.36
0.3255,2012-12-02,16.32,77.36
0.2882,2012-12-18,16.32,77.36
0.261,2013-01-01,16.32,77.36
0.26,2013-01-17,16.32,77.36
0.2659,2013-02-02,16.32,77.36
0.2784,2013-02-18,16.32,77.36
0.2556,2013-03-06,16.32,77.36
0.2521,2013-03-22,16.32,77.36
0.2302,2013-04-07,16.32,77.36
0.2293,2013-04-23,16.32,77.36
0.2249,2013-05-09,16.32,77.36
0.2492,2013-05-25,16.32,77.36
0.162,2013-06-10,16.32,77.36
0.2526,2013-06-26,16.32,77.36
0.0388,2013-07-12,16.32,77.36
0.1994,2013-07-28,16.32,77.36
0.26,2013-08-13,16.32,77.36
0.5593,2013-08-29,16.32,77.36
0.6136,2013-09-14,16.32,77.36
