NDVI,date,latitude,longitude
0.5009,2010-01-01,15.91,76.93
0.465,2010-01-17,15.91,76.93
0.404,2010-02-02,15.91,76.93
0.3898,2010-02-18,15.91,76.93
0.371,2010-03-06,15.91,76.93
0.3012,2010-03-22,15.91,76.93
0.2878,2010-04-07,15.91,76.93
0.2714,2010-04-23,15.91,76.93
0.2658,2010-05-09,15.91,76.93
0.2611,2010-05-25,15.91,76.93
0.1904,2010-06-10,15.91,76.93
0.3517,2010-06-26,15.91,76.93
0.429,2010-07-12,15.91,76.93
0.1625,2010-07-28,15.91,76.93
0.3044,2010-08-13,15.91,76.93
0.5545,2010-08-29,15.91,76.93
0.6729,2010-09-14,15.91,76.93
0.6112,2010-09-30,15.91,76.93
0.6821,2010-10-16,15.91,76.93
0.306,2010-11-01,15.91,76.93
0.6875,2010-11-17,15.91,76.93
0.619,2010-12-03,15.91,76.93
0.5625,2010-12-19,15.91,76.93
0.5357,2011-01-01,15.91,76.93
0.5424,2011-01-17,15.91,76.93
0.359,2011-02-02,15.91,76.93
0.3461,2011-02-18,15.91,76.93
0.3267,2011-03-06,15.91,76.93
0.3532,2011-03-22,15.91,76.93
0.3058,2011-04-07,15.91,76.93
0.2725,2011-04-23,15.91,76.93
0.2636,2011-05-09,15.91,76.93
0.3078,2011-05-25,15.91,76.93
0.2689,2011-06-10,15.91,76.93
0.2903,2011-06-26,15.91,76.93
0.5396,2011-07-12,15.91,76.93
0.1139,2011-07-28,15.91,76.93
0.3442,2011-08-13,15.91,76.93
0.5609,2011-08-29,15.91,76.93
0.5824,2011-09-14,15.91,76.93
0.607,2011-09-30,15.91,76.93
0.5608,2011-10-16,15.91,76.93
0.5557,2011-11-01,15.91,76.93
0.5293,2011-11-17,15.91,76.93
0.4897,2011-12-03,15.91,76.93
0.4219,2011-12-19,15.91,76.93
0.4059,2012-01-01,15.91,76.93
0.405,2012-01-17,15.91,76.93
0.3788,2012-02-02,15.91,76.93
0.3124,2012-02-18,15.91,76.93
0.2888,2012-03-05,15.91,76.93
0.276,2012-03-21,15.91,76.93
0.2903,2012-04-06,15.91,76.93
0.264,2012-04-22,15.91,76.93
0.29,2012-05-08,15.91,76.93
0.2635,2012-05-24,15.91,76.93
0.2677,2012-06-09,15.91,76.93
0.0501,2012-06-25,15.91,76.93
0.233,2012-07-11,15.91,76.93
0.329,2012-07-27,15.91,76.93
0.3528,2012-08-12,15.91,76.93
0.1513,2012-08-28,15.91,76.93
0.5991,2012-09-13,15.91,76.93
0.704,2012-09-29,15.91,76.93
0.7465,2012-10-15,15.91,76.93
0.7522,2012-10-31,15.91,76.93
0.737,2012-11-16,15.91,76.93
0.6537,2012-12-02,15.91,76.93
0.5996,2012-12-18,15.91,76.93
0.4924,2013-01-01,15.91,76.93
0.4812,2013-01-17,15.91,76.93
0.4227,2013-02-02,15.91,76.93
0.446,2013-02-18,15.91,76.93
0.3578,2013-03-06,15.91,76.93
0.3507,2013-03-22,15.91,76.93
0.2893,2013-04-07,15.91,76.93
0.2828,2013-04-23,15.91,76.93
0.2564,2013-05-09,15.91,76.93
0.2798,2013-05-25,15.91,76.93
0.2542,2013-06-10,15.91,76.93
0.1025,2013-06-26,15.91,76.93
0.2896,2013-07-12,15.91,76.93
0.2379,2013-07-28,15.91,76.93
0.3494,2013-08-13,15.91,76.93
0.4928,2013-08-29,15.91,76.93
0.5519,2013-09-14,15.91,76.93
0.0481,2013-09-30,15.91,76.93
0.7423,2013-10-16,15.91,76.93
0.7676,2013-11-01,15.91,76.93
0.7786,2013-11-17,15.91,76.93
0.7237,2013-12-03,15.91,76.93
0.6619,2013-12-19,15.91,76.93
0.5603,2014-01-01,15.91,76.93
0.4803,2014-01-17,15.91,76.93
0.4239,2014-02-02,15.91,76.93
0.4119,2014-02-18,15.91,76.93
0.397,2014-03-06,15.91,76.93
0.3547,2014-03-22,15.91,76.93
0.351,2014-04-07,15.91,76.93
0.3005,2014-04-23,15.91,76.93
0.292,2014-05-09,15.91,76.93
0.3177,2014-05-25,15.91,76.93
0.2917,2014-06-10,15.91,76.93
0.1578,2014-06-26,15.91,76.93
0.0756,2014-07-12,15.91,76.93
0.0932,2014-07-28,15.91,76.93
0.3962,2014-08-13,15.91,76.93
0.5971,2014-08-29,15.91,76.93
0.6585,2014-09-14,15.91,76.93
0.6952,2014-09-30,15.91,76.93
0.6856,2014-10-16,15.91,76.93
0.7237,2014-11-01,15.91,76.93
0.579,2014-11-17,15.91,76.93
0.5691,2014-12-03,15.91,76.93
0.5256,2014-12-19,15.91,76.93
0.4847,2015-01-01,15.91,76.93
0.437,2015-01-17,15.91,76.93
0.4282,2015-02-02,15.91,76.93
0.3765,2015-02-18,15.91,76.93
0.3585,2015-03-06,15.91,76.93
0.3176,2015-03-22,15.91,76.93
0.3137,2015-04-07,15.91,76.93
0.2747,2015-04-23,15.91,76.93
0.2302,2015-05-09,15.91,76.93
0.2834,2015-05-25,15.91,76.93
0.3111,2015-06-10,15.91,76.93
0.2012,2015-06-26,15.91,76.93
0.1612,2015-07-12,15.91,76.93
0.2942,2015-07-28,15.91,76.93
0.3096,2015-08-13,15.91,76.93
0.2948,2015-08-29,15.91,76.93
0.3924,2015-09-14,15.91,76.93
0.5365,2015-09-30,15.91,76.93
0.5206,2015-10-16,15.91,76.93
0.5827,2015-11-01,15.91,76.93
0.5137,2015-11-17,15.91,76.93
0.4964,2015-12-03,15.91,76.93
0.4497,2015-12-19,15.91,76.93
0.4468,2016-01-01,15.91,76.93
0.346,2016-01-17,15.91,76.93
0.3641,2016-02-02,15.91,76.93
0.3338,2016-02-18,15.91,76.93
0.2711,2016-03-05,15.91,76.93
0.2444,2016-03-21,15.91,76.93
0.2677,2016-04-06,15.91,76.93
0.2603,2016-04-22,15.91,76.93
0.2728,2016-05-08,15.91,76.93
0.2941,2016-05-24,15.91,76.93
0.2364,2016-06-09,15.91,76.93
0.1768,2016-06-25,15.91,76.93
0.2863,2016-07-11,15.91,76.93
0.375,2016-07-27,15.91,76.93
0.8917,2016-08-12,15.91,76.93
0.4574,2016-08-28,15.91,76.93
0.6912,2016-09-13,15.91,76.93
0.6311,2016-09-29,15.91,76.93
0.6071,2016-10-15,15.91,76.93
0.555,2016-10-31,15.91,76.93
0.4564,2016-11-16,15.91,76.93
0.3852,2016-12-02,15.91,76.93
0.3723,2016-12-18,15.91,76.93
0.3347,2017-01-01,15.91,76.93
0.3236,2017-01-17,15.91,76.93
0.3099,2017-02-02,15.91,76.93
0.2921,2017-02-18,15.91,76.93
0.2708,2017-03-06,15.91,76.93
0.2635,2017-03-22,15.91,76.93
0.2494,2017-04-07,15.91,76.93
0.2986,2017-04-23,15.91,76.93
0.2725,2017-05-09,15.91,76.93
0.2713,2017-05-25,15.91,76.93
0.264,2017-06-10,15.91,76.93
0.3415,2017-06-26,15.91,76.93
0.347,2017-07-12,15.91,76.93
0.3479,2017-07-28,15.91,76.93
0.3965,2017-08-13,15.91,76.93
0.5124,2017-08-29,15.91,76.93
0.6301,2017-09-14,15.91,76.93
0.7476,2017-09-30,15.91,76.93
0.7135,2017-10-16,15.91,76.93
0.6583,2017-11-01,15.91,76.93
0.6703,2017-11-17,15.91,76.93
0.6128,2017-12-03,15.91,76.93
0.618,2017-12-19,15.91,76.93
0.5255,2018-01-01,15.91,76.93
0.5043,2018-01-17,15.91,76.93
0.4496,2018-02-02,15.91,76.93
0.4232,2018-02-18,15.91,76.93
0.399,2018-03-06,15.91,76.93
0.3597,2018-03-22,15.91,76.93
0.3093,2018-04-07,15.91,76.93
0.3101,2018-04-23,15.91,76.93
0.2517,2018-05-09,15.91,76.93
0.2887,2018-05-25,15.91,76.93
0.18,2018-06-10,15.91,76.93
0.2509,2018-06-26,15.91,76.93
0.1676,2018-07-12,15.91,76.93
0.0728,2018-07-28,15.91,76.93
0.1707,2018-08-13,15.91,76.93
0.3401,2018-08-29,15.91,76.93
0.3172,2018-09-14,15.91,76.93
0.3108,2018-09-30,15.91,76.93
0.3343,2018-10-16,15.91,76.93
0.4183,2018-11-01,15.91,76.93
0.499,2018-11-17,15.91,76.93
0.4919,2018-12-03,15.91,76.93
0.4477,2018-12-19,15.91,76.93
0.4191,2019-01-01,15.91,76.93
0.4201,2019-01-17,15.91,76.93
0.3041,2019-02-02,15.91,76.93
0.2676,2019-02-18,15.91,76.93
0.265,2019-03-06,15.91,76.93
0.2545,2019-03-22,15.91,76.93
0.2822,2019-04-07,15.91,76.93
0.2593,2019-04-23,15.91,76.93
0.2816,2019-05-09,15.91,76.93
0.2705,2019-05-25,15.91,76.93
0.2609,2019-06-10,15.91,76.93
0.2102,2019-06-26,15.91,76.93
0.1678,2019-07-12,15.91,76.93
0.3351,2019-07-28,15.91,76.93
0.3212,2019-08-13,15.91,76.93
0.2808,2019-08-29,15.91,76.93
0.0978,2019-09-14,15.91,76.93
0.5476,2019-09-30,15.91,76.93
0.1651,2019-10-16,15.91,76.93
0.7272,2019-11-01,15.91,76.93
0.7584,2019-11-17,15.91,76.93
0.6985,2019-12-03,15.91,76.93
0.6891,2019-12-19,15.91,76.93
0.5236,2020-01-01,15.91,76.93
0.5254,2020-01-17,15.91,76.93
0.4159,2020-02-02,15.91,76.93
0.3544,2020-02-18,15.91,76.93
0.3559,2020-03-05,15.91,76.93
0.3083,2020-03-21,15.91,76.93
0.2783,2020-04-06,15.91,76.93
0.2845,2020-04-22,15.91,76.93
0.2664,2020-05-08,15.91,76.93
0.2786,2020-05-24,15.91,76.93
0.3386,2020-06-09,15.91,76.93
0.3675,2020-06-25,15.91,76.93
0.3193,2020-07-11,15.91,76.93
0.2426,2020-07-27,15.91,76.93
0.2437,2020-08-12,15.91,76.93
0.4819,2020-08-28,15.91,76.93
0.5825,2020-09-13,15.91,76.93
0.3023,2020-09-29,15.91,76.93
0.6502,2020-10-15,15.91,76.93
0.7164,2020-10-31,15.91,76.93
0.7028,2020-11-16,15.91,76.93
0.684,2020-12-02,15.91,76.93
0.628,2020-12-18,15.91,76.93
0.6181,2021-01-01,15.91,76.93
0.5401,2021-01-17,15.91,76.93
0.4004,2021-02-02,15.91,76.93
0.4122,2021-02-18,15.91,76.93
0.3414,2021-03-06,15.91,76.93
0.325,2021-03-22,15.91,76.93
0.2707,2021-04-07,15.91,76.93
0.2968,2021-04-23,15.91,76.93
0.2483,2021-05-09,15.91,76.93
0.1807,2021-05-25,15.91,76.93
0.3471,2021-06-10,15.91,76.93
0.3504,2021-06-26,15.91,76.93
0.3981,2021-07-12,15.91,76.93
0.4381,2021-07-28,15.91,76.93
0.3707,2021-08-13,15.91,76.93
0.1862,2021-08-29,15.91,76.93
0.2061,2021-09-14,15.91,76.93
0.7691,2021-09-30,15.91,76.93
0.7737,2021-10-16,15.91,76.93
0.5315,2021-11-01,15.91,76.93
0.6158,2021-11-17,15.91,76.93
0.6472,2021-12-03,15.91,76.93
0.6382,2021-12-19,15.91,76.93
0.6382,2022-01-01,15.91,76.93
0.5196,2022-01-17,15.91,76.93
0.4724,2022-02-02,15.91,76.93
0.4322,2022-02-18,15.91,76.93
0.401,2022-03-06,15.91,76.93
0.3625,2022-03-22,15.91,76.93
0.3424,2022-04-07,15.91,76.93
0.2907,2022-04-23,15.91,76.93
0.2748,2022-05-09,15.91,76.93
0.3126,2022-05-25,15.91,76.93
0.2761,2022-06-10,15.91,76.93
0.2372,2022-06-26,15.91,76.93
0.1674,2022-07-12,15.91,76.93
0.5376,2022-07-28,15.91,76.93
0.4766,2022-08-13,15.91,76.93
0.5666,2022-08-29,15.91,76.93
0.4947,2022-09-14,15.91,76.93
0.56,2022-09-30,15.91,76.93
0.6754,2022-10-16,15.91,76.93
0.7251,2022-11-01,15.91,76.93
0.706,2022-11-17,15.91,76.93
0.7274,2022-12-03,15.91,76.93
0.6677,2022-12-19,15.91,76.93
0.5345,2023-01-01,15.91,76.93
0.4718,2023-01-17,15.91,76.93
0.4507,2023-02-02,15.91,76.93
