NDVI,date,latitude,longitude
0.4121,2010-01-01,15.96,76.88
0.3674,2010-01-17,15.96,76.88
0.5383,2010-02-02,15.96,76.88
0.6171,2010-02-18,15.96,76.88
0.6738,2010-03-06,15.96,76.88
0.6114,2010-03-22,15.96,76.88
0.409,2010-04-07,15.96,76.88
0.3075,2010-04-23,15.96,76.88
0.2916,2010-05-09,15.96,76.88
0.288,2010-05-25,15.96,76.88
0.1952,2010-06-10,15.96,76.88
0.3929,2010-06-26,15.96,76.88
0.4832,2010-07-12,15.96,76.88
0.2638,2010-07-28,15.96,76.88
0.2717,2010-08-13,15.96,76.88
0.3458,2010-08-29,15.96,76.88
0.6176,2010-09-14,15.96,76.88
0.7407,2010-09-30,15.96,76.88
0.8374,2010-10-16,15.96,76.88
0.716,2010-11-01,15.96,76.88
0.7736,2010-11-17,15.96,76.88
0.506,2010-12-03,15.96,76.88
0.3738,2010-12-19,15.96,76.88
0.4125,2011-01-01,15.96,76.88
0.3161,2011-01-17,15.96,76.88
0.376,2011-02-02,15.96,76.88
0.6855,2011-02-18,15.96,76.88
0.7078,2011-03-06,15.96,76.88
0.6742,2011-03-22,15.96,76.88
0.6467,2011-04-07,15.96,76.88
0.5674,2011-04-23,15.96,76.88
0.289,2011-05-09,15.96,76.88
0.3173,2011-05-25,15.96,76.88
0.3072,2011-06-10,15.96,76.88
0.302,2011-06-26,15.96,76.88
0.1832,2011-07-12,15.96,76.88
0.2227,2011-07-28,15.96,76.88
0.3549,2011-08-13,15.96,76.88
0.1226,2011-08-29,15.96,76.88
0.628,2011-09-14,15.96,76.88
0.7314,2011-09-30,15.96,76.88
0.7222,2011-10-16,15.96,76.88
0.7493,2011-11-01,15.96,76.88
0.7222,2011-11-17,15.96,76.88
0.5876,2011-12-03,15.96,76.88
0.4522,2011-12-19,15.96,76.88
0.4522,2012-01-01,15.96,76.88
0.3946,2012-01-17,15.96,76.88
0.4572,2012-02-02,15.96,76.88
0.4775,2012-02-18,15.96,76.88
0.3766,2012-03-05,15.96,76.88
0.3655,2012-03-21,15.96,76.88
0.4146,2012-04-06,15.96,76.88
0.2972,2012-04-22,15.96,76.88
0.3839,2012-05-08,15.96,76.88
0.2855,2012-05-24,15.96,76.88
0.2443,2012-06-09,15.96,76.88
0.1967,2012-06-25,15.96,76.88
0.4459,2012-07-11,15.96,76.88
0.4072,2012-07-27,15.96,76.88
0.3653,2012-08-12,15.96,76.88
0.0706,2012-08-28,15.96,76.88
0.5046,2012-09-13,15.96,76.88
0.6883,2012-09-29,15.96,76.88
0.7753,2012-10-15,15.96,76.88
0.793,2012-10-31,15.96,76.88
0.7717,2012-11-16,15.96,76.88
0.5683,2012-12-02,15.96,76.88
0.3842,2012-12-18,15.96,76.88
0.3693,2013-01-01,15.96,76.88
0.3692,2013-01-17,15.96,76.88
0.4352,2013-02-02,15.96,76.88
0.4556,2013-02-18,15.96,76.88
0.3941,2013-03-06,15.96,76.88
0.336,2013-03-22,15.96,76.88
0.3089,2013-04-07,15.96,76.88
0.3178,2013-04-23,15.96,76.88
0.2789,2013-05-09,15.96,76.88
0.2856,2013-05-25,15.96,76.88
0.4739,2013-06-10,15.96,76.88
0.4334,2013-06-26,15.96,76.88
0.3242,2013-07-12,15.96,76.88
0.4237,2013-07-28,15.96,76.88
0.4897,2013-08-13,15.96,76.88
0.4363,2013-08-29,15.96,76.88
0.742,2013-09-14,15.96,76.88
0.5466,2013-09-30,15.96,76.88
0.8256,2013-10-16,15.96,76.88
0.7058,2013-11-01,15.96,76.88
0.6894,2013-11-17,15.96,76.88
0.5399,2013-12-03,15.96,76.88
0.3776,2013-12-19,15.96,76.88
0.3687,2014-01-01,15.96,76.88
0.3871,2014-01-17,15.96,76.88
0.4446,2014-02-02,15.96,76.88
0.5038,2014-02-18,15.96,76.88
0.5537,2014-03-06,15.96,76.88
0.5321,2014-03-22,15.96,76.88
0.4446,2014-04-07,15.96,76.88
0.3933,2014-04-23,15.96,76.88
0.4099,2014-05-09,15.96,76.88
0.3754,2014-05-25,15.96,76.88
0.3069,2014-06-10,15.96,76.88
0.3305,2014-06-26,15.96,76.88
0.431,2014-07-12,15.96,76.88
0.086,2014-07-28,15.96,76.88
0.4462,2014-08-13,15.96,76.88
0.2377,2014-08-29,15.96,76.88
0.5882,2014-09-14,15.96,76.88
0.7237,2014-09-30,15.96,76.88
0.7941,2014-10-16,15.96,76.88
0.802,2014-11-01,15.96,76.88
0.6816,2014-11-17,15.96,76.88
0.6042,2014-12-03,15.96,76.88
0.5104,2014-12-19,15.96,76.88
0.3902,2015-01-01,15.96,76.88
0.4055,2015-01-17,15.96,76.88
0.4548,2015-02-02,15.96,76.88
0.5263,2015-02-18,15.96,76.88
0.588,2015-03-06,15.96,76.88
0.5833,2015-03-22,15.96,76.88
0.5026,2015-04-07,15.96,76.88
0.3385,2015-04-23,15.96,76.88
0.4208,2015-05-09,15.96,76.88
0.3693,2015-05-25,15.96,76.88
0.4041,2015-06-10,15.96,76.88
0.3646,2015-06-26,15.96,76.88
0.1333,2015-07-12,15.96,76.88
0.3431,2015-07-28,15.96,76.88
0.137,2015-08-13,15.96,76.88
0.3535,2015-08-29,15.96,76.88
0.5444,2015-09-14,15.96,76.88
0.6987,2015-09-30,15.96,76.88
0.7509,2015-10-16,15.96,76.88
0.7588,2015-11-01,15.96,76.88
0.7994,2015-11-17,15.96,76.88
0.6106,2015-12-03,15.96,76.88
0.43,2015-12-19,15.96,76.88
0.4195,2016-01-01,15.96,76.88
0.427,2016-01-17,15.96,76.88
0.4297,2016-02-02,15.96,76.88
0.4641,2016-02-18,15.96,76.88
0.3813,2016-03-05,15.96,76.88
0.3464,2016-03-21,15.96,76.88
0.3285,2016-04-06,15.96,76.88
0.2817,2016-04-22,15.96,76.88
0.3174,2016-05-08,15.96,76.88
0.2947,2016-05-24,15.96,76.88
0.0833,2016-06-09,15.96,76.88
0.1185,2016-06-25,15.96,76.88
0.2665,2016-07-11,15.96,76.88
0.089,2016-07-27,15.96,76.88
0.4952,2016-08-12,15.96,76.88
0.4195,2016-08-28,15.96,76.88
0.1821,2016-09-13,15.96,76.88
0.6563,2016-09-29,15.96,76.88
0.7638,2016-10-15,15.96,76.88
0.7551,2016-10-31,15.96,76.88
0.7149,2016-11-16,15.96,76.88
0.641,2016-12-02,15.96,76.88
0.5602,2016-12-18,15.96,76.88
0.5189,2017-01-01,15.96,76.88
0.3354,2017-01-17,15.96,76.88
0.3176,2017-02-02,15.96,76.88
0.3046,2017-02-18,15.96,76.88
0.2766,2017-03-06,15.96,76.88
0.2924,2017-03-22,15.96,76.88
0.2398,2017-04-07,15.96,76.88
0.2282,2017-04-23,15.96,76.88
0.2861,2017-05-09,15.96,76.88
0.2606,2017-05-25,15.96,76.88
0.5506,2017-06-10,15.96,76.88
0.0374,2017-06-26,15.96,76.88
0.3812,2017-07-12,15.96,76.88
0.0564,2017-07-28,15.96,76.88
0.0262,2017-08-13,15.96,76.88
0.5229,2017-08-29,15.96,76.88
0.4784,2017-09-14,15.96,76.88
0.5733,2017-09-30,15.96,76.88
0.5506,2017-10-16,15.96,76.88
0.5604,2017-11-01,15.96,76.88
0.6068,2017-11-17,15.96,76.88
0.6786,2017-12-03,15.96,76.88
0.675,2017-12-19,15.96,76.88
0.675,2018-01-01,15.96,76.88
0.611,2018-01-17,15.96,76.88
0.4778,2018-02-02,15.96,76.88
0.4279,2018-02-18,15.96,76.88
0.397,2018-03-06,15.96,76.88
0.3611,2018-03-22,15.96,76.88
0.3523,2018-04-07,15.96,76.88
0.3137,2018-04-23,15.96,76.88
0.2688,2018-05-09,15.96,76.88
0.2957,2018-05-25,15.96,76.88
0.1622,2018-06-10,15.96,76.88
0.3242,2018-06-26,15.96,76.88
0.1397,2018-07-12,15.96,76.88
0.1144,2018-07-28,15.96,76.88
0.1904,2018-08-13,15.96,76.88
0.3717,2018-08-29,15.96,76.88
0.3389,2018-09-14,15.96,76.88
0.4312,2018-09-30,15.96,76.88
0.743,2018-10-16,15.96,76.88
0.8118,2018-11-01,15.96,76.88
0.81,2018-11-17,15.96,76.88
0.722,2018-12-03,15.96,76.88
0.7034,2018-12-19,15.96,76.88
0.4875,2019-01-01,15.96,76.88
0.4689,2019-01-17,15.96,76.88
0.3663,2019-02-02,15.96,76.88
0.3822,2019-02-18,15.96,76.88
0.3587,2019-03-06,15.96,76.88
0.3226,2019-03-22,15.96,76.88
0.2977,2019-04-07,15.96,76.88
0.2917,2019-04-23,15.96,76.88
0.2631,2019-05-09,15.96,76.88
0.2789,2019-05-25,15.96,76.88
0.1543,2019-06-10,15.96,76.88
0.3498,2019-06-26,15.96,76.88
0.3168,2019-07-12,15.96,76.88
0.4408,2019-07-28,15.96,76.88
0.386,2019-08-13,15.96,76.88
